CustomerID,Recency,Frequency,Monetary,AvgOrderValue,UniqueProducts,TotalItems,IsUK,Churned,ChurnProbability,ChurnRiskTier,Segment,RFM_Total
13821,55,2,385.64,6.536271186440678,51,153,1,1,36.7,Low Risk,Lost,6
13823,2,1,650.42,25.016153846153845,26,325,1,0,32.1,Low Risk,Recent Customers,10
13824,46,4,1429.84,39.717777777777776,26,660,1,0,36.2,Low Risk,Champions,12
13826,86,1,189.5,18.95,10,82,1,1,47.4,Low Risk,Lost,4
13827,44,2,300.76,4.930491803278688,59,95,1,0,34.2,Low Risk,Loyal Customers,8
13831,49,4,1455.3899999999999,22.740468749999998,57,517,1,0,33.4,Low Risk,Champions,14
13833,69,1,384.8,13.26896551724138,28,118,1,1,42.4,Low Risk,Lost,5
13835,65,2,537.34,15.804117647058824,28,291,1,0,40.9,Low Risk,Loyal Customers,11
13837,122,2,271.24,14.275789473684211,17,183,1,1,51.6,Medium Risk,Lost,5
13838,28,3,479.59,4.0301680672268905,106,169,1,0,26.5,Low Risk,Loyal Customers,12
13841,163,1,85.0,85.0,1,100,1,1,61.1,Medium Risk,Lost,3
13842,66,7,2165.27,16.403560606060605,96,893,1,0,29.4,Low Risk,Loyal Customers,13
13846,152,2,663.93,15.440232558139535,43,345,1,0,53.5,Medium Risk,Loyal Customers,10
13848,2,3,1255.0,251.0,3,3700,1,1,32.5,Low Risk,At Risk,9
13849,81,1,593.58,15.620526315789474,38,332,1,0,43.1,Low Risk,Potential Loyalists,9
13850,39,1,1595.48,17.155698924731183,93,944,1,1,30.4,Low Risk,Hibernating,7
13851,6,3,2651.46,32.73407407407407,77,1705,1,1,25.8,Low Risk,At Risk,10
13854,2,20,6469.16,72.68719101123595,35,1812,1,0,18.2,Safe,Champions,15
13856,79,3,388.5,27.75,10,494,1,1,44.4,Low Risk,Hibernating,7
13859,236,1,201.16,7.184285714285714,27,129,1,1,69.3,Medium Risk,Lost,3
13862,18,6,1781.3,16.19363636363636,77,1277,1,0,25.5,Low Risk,Champions,14
13863,158,1,305.78,15.288999999999998,20,224,1,1,58.1,Medium Risk,Lost,4
13865,47,3,383.34000000000003,16.66695652173913,23,154,1,0,37.8,Low Risk,Loyal Customers,10
13867,128,1,138.85,17.35625,8,31,1,0,54.6,Medium Risk,Loyal Customers,11
13869,33,4,3104.95,10.11384364820847,234,1721,1,1,16.0,Safe,At Risk,11
13870,12,5,2179.47,24.766704545454544,82,1058,1,0,25.0,Low Risk,Champions,15
13871,2,9,4612.64,18.827102040816328,120,1950,1,0,18.1,Safe,Champions,14
13873,30,3,389.6,16.93913043478261,21,140,1,1,35.4,Low Risk,Hibernating,7
13874,268,1,540.45,30.025000000000002,18,180,1,1,74.5,Medium Risk,Hibernating,5
13875,44,4,1424.8,17.590123456790124,66,1005,1,0,31.6,Low Risk,Loyal Customers,11
13880,55,8,1680.76,19.099545454545453,69,852,1,0,29.9,Low Risk,Champions,14
13881,6,11,9398.68,77.67504132231406,65,5928,1,0,20.6,Safe,Champions,15
13883,129,4,1742.78,18.540212765957445,94,904,1,0,41.6,Low Risk,Champions,14
13884,187,3,196.25,19.625,10,65,1,0,62.2,Medium Risk,Loyal Customers,12
13885,99,2,506.8,18.1,28,182,1,1,46.5,Low Risk,Hibernating,6
13887,114,1,349.55,18.397368421052633,19,147,1,1,50.9,Medium Risk,Lost,4
13888,30,2,605.63,15.14075,38,258,1,1,34.3,Low Risk,Hibernating,7
13889,3,1,416.9,27.793333333333333,15,146,1,1,33.5,Low Risk,Lost,5
13890,17,2,501.11,16.703666666666667,25,271,1,0,33.7,Low Risk,Champions,14
13892,157,1,54.519999999999996,18.173333333333332,3,140,1,0,59.9,Medium Risk,Loyal Customers,11
13893,208,1,821.1,39.1,21,190,1,1,65.8,Medium Risk,Hibernating,5
13894,220,1,160.85,16.085,10,105,1,0,68.8,Medium Risk,Loyal Customers,10
13895,53,2,937.3,20.828888888888887,39,436,1,0,37.6,Low Risk,Champions,13
13898,236,1,155.93,12.994166666666667,12,133,1,1,70.8,Medium Risk,Lost,3
13899,185,1,298.5,19.9,15,122,1,0,63.0,Medium Risk,Loyal Customers,9
13900,93,3,740.95,17.23139534883721,42,430,1,1,42.9,Low Risk,At Risk,7
13901,18,4,2652.2799999999997,19.793134328358207,129,1547,1,0,22.2,Safe,Loyal Customers,12
13904,205,1,201.12,11.830588235294117,17,223,1,0,65.8,Medium Risk,Loyal Customers,8
13908,37,3,1461.61,19.231710526315787,65,919,1,0,31.5,Low Risk,At Risk,11
13911,54,8,2437.63,16.92798611111111,120,2189,1,0,24.7,Safe,Loyal Customers,13
13917,102,1,65.38,13.075999999999999,5,38,1,0,50.7,Medium Risk,Loyal Customers,8
13918,163,1,198.2,24.775,8,100,1,0,60.3,Medium Risk,Loyal Customers,10
13919,32,1,195.15,13.01,15,337,0,0,39.9,Low Risk,Loyal Customers,8
13922,262,1,172.25,24.607142857142858,7,93,1,1,74.7,Medium Risk,Lost,3
13925,3,4,678.25,16.54268292682927,28,331,1,1,29.8,Low Risk,At Risk,9
13928,17,2,225.45,17.342307692307692,13,87,1,0,35.1,Low Risk,Loyal Customers,11
13929,79,2,842.65,93.62777777777778,8,143,1,1,45.5,Low Risk,At Risk,8
13930,47,1,210.0,21.0,10,210,1,0,40.9,Low Risk,Loyal Customers,8
13931,6,2,1237.53,21.336724137931036,56,725,1,1,28.8,Low Risk,At Risk,9
13932,205,1,307.4,19.2125,16,72,1,1,65.9,Medium Risk,Lost,4
13933,19,2,608.79,26.469130434782606,23,205,1,1,34.2,Low Risk,At Risk,8
13934,174,1,922.1,29.74516129032258,31,390,1,1,59.3,Medium Risk,Hibernating,5
13936,90,1,376.58,14.483846153846153,26,330,1,1,46.1,Low Risk,Lost,4
13937,79,1,158.85,17.65,9,123,1,1,46.3,Low Risk,Lost,4
13939,19,2,390.21,11.476764705882353,32,657,1,0,33.2,Low Risk,Loyal Customers,10
13940,27,2,391.06,14.483703703703704,25,240,1,0,35.3,Low Risk,Loyal Customers,11
13941,0,4,3859.3,107.20277777777778,23,1778,1,0,29.3,Low Risk,Champions,13
13946,112,2,485.96999999999997,53.99666666666666,9,263,1,0,50.9,Medium Risk,At Risk,8
13948,271,1,102.0,34.0,3,40,1,1,76.2,High Risk,Lost,3
13949,5,1,537.9,14.155263157894737,38,542,1,0,31.3,Low Risk,Champions,15
13950,157,1,179.31,25.615714285714287,7,81,1,0,59.5,Medium Risk,Loyal Customers,12
13951,86,3,674.45,17.293589743589745,38,459,1,1,42.2,Low Risk,At Risk,8
13952,128,2,3251.07,23.904926470588236,119,1430,1,1,40.0,Low Risk,At Risk,9
13953,26,5,2604.36,217.03,8,2048,1,0,34.0,Low Risk,Champions,15
13955,64,2,322.96,9.786666666666665,33,154,1,1,40.2,Low Risk,Hibernating,7
13956,48,3,680.27,6.0738392857142856,95,385,1,0,30.2,Low Risk,Champions,13
13959,191,2,337.44,9.92470588235294,31,198,1,0,61.3,Medium Risk,At Risk,8
13962,156,1,117.6,16.8,7,30,1,0,59.3,Medium Risk,Loyal Customers,8
13963,218,4,664.54,18.986857142857144,35,460,1,1,63.4,Medium Risk,At Risk,8
13967,56,1,80.7,40.35,2,42,1,1,43.4,Low Risk,Lost,4
13969,17,11,3911.35,11.111789772727272,221,1983,1,0,12.4,Safe,Champions,15
13971,16,6,1985.9,18.387962962962963,95,1332,1,0,23.6,Safe,Champions,14
13972,112,1,145.9,16.211111111111112,9,42,1,0,51.8,Medium Risk,Loyal Customers,7
13973,197,1,264.7,24.063636363636363,11,109,1,1,65.3,Medium Risk,Lost,4
13975,38,4,1497.71,6.998644859813084,166,967,1,0,21.6,Safe,Champions,14
13976,117,1,357.98,35.798,10,154,1,1,52.5,Medium Risk,Lost,4
13982,73,3,1230.1399999999999,16.851232876712327,45,783,1,0,39.2,Low Risk,Loyal Customers,11
13983,97,8,1681.06,22.11921052631579,65,793,1,0,36.5,Low Risk,Champions,14
13984,36,4,819.33,68.2775,10,647,1,0,36.6,Low Risk,Loyal Customers,11
13985,17,7,2773.04,17.775897435897434,55,1380,1,0,26.6,Low Risk,Champions,15
13988,73,3,1923.5,17.174107142857142,99,1290,1,0,33.1,Low Risk,Champions,14
13989,149,1,896.67,38.98565217391304,23,869,1,0,56.1,Medium Risk,Loyal Customers,10
13990,123,1,311.3,19.45625,16,190,1,1,52.8,Medium Risk,Lost,4
13991,53,1,126.35,18.05,7,83,1,0,42.3,Low Risk,Loyal Customers,13
13993,0,7,2632.31,25.55640776699029,61,743,1,0,24.0,Safe,Loyal Customers,13
13994,16,2,419.56,19.97904761904762,18,133,1,0,34.4,Low Risk,Champions,15
13995,26,3,871.9,16.146296296296295,39,608,1,0,32.7,Low Risk,Champions,12
13999,6,9,2868.97,18.629675324675322,90,1733,1,0,20.9,Safe,Champions,15
14000,121,1,635.66,42.37733333333333,15,710,1,1,52.4,Medium Risk,Hibernating,5
14001,143,2,1309.14,54.54750000000001,21,632,1,0,54.4,Medium Risk,Loyal Customers,10
14002,44,2,529.73,11.270851063829788,47,877,1,1,35.3,Low Risk,At Risk,8
14004,8,5,3203.2599999999998,27.854434782608692,69,1676,1,0,25.4,Low Risk,Loyal Customers,13
14005,44,3,696.56,18.330526315789474,29,864,1,0,36.5,Low Risk,Champions,14
14006,26,3,962.19,32.073,22,641,1,1,34.5,Low Risk,At Risk,9
14009,108,2,695.61,16.562142857142856,42,365,1,1,46.2,Low Risk,At Risk,7
14012,188,1,328.8,29.89090909090909,11,160,1,1,63.9,Medium Risk,Lost,4
14013,20,3,473.02,13.91235294117647,30,462,1,1,32.8,Low Risk,Hibernating,7
14016,72,4,4341.21,26.964037267080744,154,2125,0,1,27.9,Low Risk,At Risk,11
14019,8,2,800.53,19.060238095238095,28,553,1,0,32.0,Low Risk,Loyal Customers,10
14021,65,3,631.9,28.722727272727273,22,192,1,1,40.7,Low Risk,At Risk,8
14022,135,1,440.0,15.714285714285714,28,487,1,1,53.3,Medium Risk,Lost,4
14023,160,1,273.14,17.07125,16,162,1,0,58.9,Medium Risk,Loyal Customers,11
14024,32,2,327.7,20.48125,16,150,1,1,37.0,Low Risk,Hibernating,7
14029,54,1,165.2,27.53333333333333,6,24,1,0,42.6,Low Risk,Loyal Customers,8
14030,31,6,1657.5,10.106707317073171,147,860,1,0,21.2,Safe,Champions,14
14031,36,13,9627.03,55.32775862068966,101,3588,1,0,20.2,Safe,Champions,15
14032,79,6,1845.37,19.222604166666667,43,1325,1,0,37.7,Low Risk,Champions,15
14034,67,2,473.91,18.956400000000002,23,307,1,0,41.8,Low Risk,Loyal Customers,10
14035,17,3,837.26,32.20230769230769,18,447,1,0,33.6,Low Risk,Champions,12
14036,195,1,626.65,16.49078947368421,38,268,1,1,61.9,Medium Risk,Hibernating,5
14037,86,2,147.2,5.257142857142857,27,46,1,1,44.5,Low Risk,Hibernating,6
14038,54,2,1086.42,16.71415384615385,49,701,1,0,36.6,Low Risk,At Risk,9
14040,4,10,2748.31,15.43994382022472,122,1289,1,0,17.9,Safe,Loyal Customers,13
14041,176,1,141.41,6.733809523809524,21,94,1,1,60.9,Medium Risk,Lost,3
14044,13,3,542.11,2.9303243243243244,144,251,1,0,21.3,Safe,Loyal Customers,11
14045,19,4,1659.75,276.625,4,535,1,1,34.5,Low Risk,At Risk,10
14046,194,1,151.59,11.660769230769231,13,443,1,1,64.6,Medium Risk,Lost,3
14047,110,3,635.92,35.32888888888888,15,210,1,0,49.0,Low Risk,Champions,13
14048,215,1,409.93,4.822705882352941,83,288,1,1,60.0,Medium Risk,Lost,4
14049,69,3,3285.39,11.903586956521739,211,2171,1,0,21.8,Safe,Champions,13
14050,16,1,485.97999999999996,13.134594594594594,37,447,1,0,33.1,Low Risk,Loyal Customers,10
14051,2,16,9271.84,71.87472868217054,43,2287,1,0,19.5,Safe,Champions,15
14053,34,2,260.25,65.0625,2,215,1,1,38.9,Low Risk,Hibernating,7
14055,16,1,725.64,72.564,10,216,1,1,36.0,Low Risk,Hibernating,6
14056,17,17,5382.51,7.2248456375838925,274,2877,1,0,8.1,Safe,Champions,15
14057,11,13,4811.98,20.218403361344535,155,3948,1,0,14.5,Safe,Champions,14
14059,177,1,183.6,22.95,8,128,1,1,62.5,Medium Risk,Lost,3
14060,18,14,4102.78,29.51640287769784,67,3770,1,0,20.8,Safe,Champions,15
14062,2,10,8800.67,91.67364583333334,57,4143,1,0,21.6,Safe,Champions,15
14064,23,4,1097.68,18.92551724137931,44,1513,1,0,30.8,Low Risk,Champions,12
14066,177,1,152.55,21.792857142857144,7,45,1,1,62.7,Medium Risk,Lost,3
14067,7,1,224.67,8.986799999999999,25,216,1,0,33.1,Low Risk,Loyal Customers,8
14068,230,1,265.85,11.077083333333334,22,73,1,1,69.0,Medium Risk,Lost,4
14071,170,2,356.81,12.303793103448276,22,295,1,0,58.9,Medium Risk,Champions,14
14075,171,1,307.92,17.10666666666667,18,270,1,0,60.4,Medium Risk,Loyal Customers,12
14076,39,1,122.47,2.662391304347826,43,81,1,1,36.0,Low Risk,Lost,4
14077,92,3,310.4,9.129411764705882,30,148,1,0,44.2,Low Risk,Loyal Customers,10
14078,12,6,1049.3700000000001,16.14415384615385,46,310,1,1,27.8,Low Risk,At Risk,11
14079,35,1,375.1,31.258333333333336,12,301,1,1,38.7,Low Risk,Lost,5
14081,212,2,934.52,6.10797385620915,126,596,1,1,53.5,Medium Risk,At Risk,8
14082,275,1,182.25,6.2844827586206895,28,110,1,1,74.5,Medium Risk,Lost,3
14083,36,7,548.92,5.38156862745098,92,401,1,0,26.0,Low Risk,Champions,14
14085,51,12,3248.19,9.387832369942197,228,2197,1,0,14.2,Safe,Champions,15
14088,39,7,25507.89,86.46742372881356,232,7074,1,0,13.1,Safe,Champions,15
14090,235,1,76.32,76.32,1,72,1,1,71.8,Medium Risk,Lost,3
14092,10,10,2745.42,17.48675159235669,96,1495,1,0,20.4,Safe,Champions,15
14096,1,3,203.89,3.6408928571428567,55,94,1,0,27.7,Low Risk,Champions,15
14099,30,8,2309.92,11.5496,143,1726,1,0,20.1,Safe,Champions,14
14100,48,1,194.9,7.496153846153846,24,64,1,1,39.5,Low Risk,Lost,4
14101,53,5,4944.39,164.81300000000002,15,6406,1,0,36.3,Low Risk,At Risk,12
14104,65,2,216.21,10.295714285714286,21,72,1,1,41.8,Low Risk,Hibernating,6
14105,149,1,1266.23,17.111216216216217,74,800,1,1,50.0,Medium Risk,Hibernating,6
14107,6,6,2461.94,21.40817391304348,58,1606,1,0,25.6,Low Risk,Loyal Customers,13
14108,12,1,291.33,18.208125,16,209,1,0,34.8,Low Risk,Loyal Customers,10
14110,29,5,3259.62,31.95705882352941,65,1534,1,0,28.6,Low Risk,Champions,15
14111,6,3,295.5,59.1,5,202,1,0,33.5,Low Risk,Loyal Customers,11
14112,41,4,1900.82,17.280181818181816,89,1148,1,0,28.8,Low Risk,Champions,14
14113,265,1,433.5,216.75,2,102,1,0,75.6,High Risk,Champions,13
14114,184,2,386.53,25.768666666666665,15,101,1,1,62.0,Medium Risk,Hibernating,6
14116,3,2,628.87,19.05666666666667,29,380,1,0,31.2,Low Risk,Champions,12
14117,54,1,90.0,30.0,3,72,1,1,42.9,Low Risk,Lost,4
14127,33,3,709.71,16.129772727272726,39,321,1,1,33.8,Low Risk,At Risk,8
14128,166,1,305.54,13.888181818181819,22,269,1,0,59.1,Medium Risk,Loyal Customers,9
14129,6,3,726.23,21.35970588235294,28,355,1,0,31.0,Low Risk,Champions,13
14130,229,1,483.86,7.221791044776119,66,258,1,1,64.1,Medium Risk,Lost,4
14132,24,5,1552.46,17.844367816091953,48,1420,1,0,29.8,Low Risk,Champions,15
14133,40,3,605.64,21.63,25,348,1,1,36.4,Low Risk,At Risk,8
14135,15,10,3190.32,30.09735849056604,82,3364,1,0,21.8,Safe,Champions,15
14141,15,1,285.16,17.8225,16,140,1,0,35.2,Low Risk,Loyal Customers,12
14142,283,1,311.81,14.173181818181819,22,313,1,1,76.0,High Risk,Lost,4
14143,44,1,115.8,16.54285714285714,7,30,1,1,40.8,Low Risk,Lost,4
14145,67,3,2851.2,356.4,6,576,1,0,42.5,Low Risk,Loyal Customers,12
14146,165,2,1903.73,29.288153846153847,62,811,1,0,53.1,Medium Risk,Champions,14
14147,196,1,182.8,91.4,2,40,1,0,66.1,Medium Risk,Hibernating,7
14148,144,1,157.2,52.4,3,16,1,1,57.9,Medium Risk,Lost,3
14149,131,1,446.62,15.950714285714286,28,218,1,1,52.7,Medium Risk,Lost,4
14150,270,1,306.18,25.515,12,262,1,0,75.3,High Risk,Loyal Customers,9
14152,144,1,314.51,10.845172413793103,29,369,1,0,54.7,Medium Risk,At Risk,8
14154,149,2,1345.62,25.87730769230769,52,465,1,1,51.8,Medium Risk,At Risk,8
14155,176,1,118.75,19.791666666666668,6,25,1,1,62.6,Medium Risk,Lost,3
14156,3,42,98858.34,82.24487520798668,642,48833,0,0,0.3,Safe,Champions,15
14157,195,1,277.17,7.106923076923077,36,199,1,0,62.2,Medium Risk,Loyal Customers,9
14159,6,7,2759.89,3.780671232876712,399,2528,1,0,6.1,Safe,Champions,14
14161,126,3,1110.52,10.282592592592593,87,455,1,1,43.0,Low Risk,At Risk,8
14162,84,2,289.36,11.5744,25,142,1,1,44.4,Low Risk,Hibernating,7
14163,62,3,1659.39,39.50928571428572,31,589,1,0,39.0,Low Risk,At Risk,11
14165,186,1,122.53999999999999,4.901599999999999,23,54,1,1,62.3,Medium Risk,Lost,3
14167,75,3,402.1,9.807317073170733,23,106,1,0,42.3,Low Risk,Loyal Customers,10
14171,8,1,363.79,6.272241379310345,57,167,1,1,29.9,Low Risk,Lost,5
14173,129,1,114.03999999999999,10.367272727272727,11,40,1,0,54.4,Medium Risk,Loyal Customers,11
14175,81,2,1205.99,20.440508474576273,58,626,1,0,39.8,Low Risk,Loyal Customers,11
14176,207,4,576.9,18.60967741935484,28,209,1,1,62.5,Medium Risk,At Risk,8
14177,6,3,309.40999999999997,7.933589743589743,37,145,1,0,30.2,Low Risk,At Risk,9
14178,8,3,493.36,4.743846153846154,87,396,1,0,25.6,Low Risk,Champions,14
14180,1,22,4258.92,19.536330275229357,107,635,1,0,13.0,Safe,Champions,15
14185,241,1,197.65,65.88333333333334,3,6,1,1,72.4,Medium Risk,Lost,3
14188,19,4,1383.46,32.173488372093026,25,783,1,0,32.3,Low Risk,Champions,14
14189,6,11,3267.92,17.760434782608694,125,2720,1,0,17.2,Safe,Champions,15
14191,18,7,2258.26,19.984601769911507,71,1388,1,0,25.3,Low Risk,Champions,15
14193,180,1,422.54,18.371304347826086,23,250,1,0,61.3,Medium Risk,Loyal Customers,9
14194,16,12,5666.45,17.875236593059935,203,3243,1,0,12.7,Safe,Champions,15
14195,112,2,1012.0,144.57142857142858,7,760,1,1,51.0,Medium Risk,At Risk,8
14196,17,1,335.52,55.919999999999995,6,142,1,1,36.6,Low Risk,Lost,5
14198,55,2,356.95,16.997619047619047,21,167,1,0,40.1,Low Risk,Loyal Customers,11
14199,128,1,185.39999999999998,92.69999999999999,2,28,1,1,55.3,Medium Risk,Lost,3
14201,59,5,521.24,21.718333333333334,19,360,1,0,38.4,Low Risk,Loyal Customers,11
14205,174,1,222.9,15.921428571428573,14,126,1,0,61.4,Medium Risk,Loyal Customers,9
14206,149,1,328.15999999999997,16.407999999999998,20,276,1,1,56.6,Medium Risk,Lost,4
14208,5,1,151.74,15.174000000000001,10,114,1,1,34.4,Low Risk,Lost,4
14209,31,5,1876.33,23.164567901234566,54,657,1,0,30.2,Low Risk,Champions,15
14210,16,6,1905.84,18.68470588235294,66,760,1,1,26.3,Low Risk,At Risk,11
14211,7,6,1129.93,18.52344262295082,53,593,1,0,26.5,Low Risk,Loyal Customers,13
14212,0,1,1070.48,118.94222222222223,9,1152,1,1,33.5,Low Risk,Hibernating,7
14214,66,3,899.16,15.24,56,671,1,0,36.9,Low Risk,Champions,12
14215,97,4,1098.27,17.714032258064517,58,589,1,0,40.8,Low Risk,Champions,14
14217,10,10,1211.5,19.23015873015873,54,380,1,0,24.1,Safe,Champions,14
14220,157,2,632.4,30.114285714285714,21,272,1,1,56.9,Medium Risk,At Risk,7
14221,23,7,2617.01,19.10226277372263,91,1546,1,0,24.1,Safe,Loyal Customers,13
14222,87,1,683.17,16.662682926829266,41,607,1,1,43.7,Low Risk,Hibernating,6
14223,2,3,991.13,16.518833333333333,50,585,1,1,28.2,Low Risk,At Risk,9
14224,20,4,1050.12,8.899322033898304,105,514,1,1,24.8,Safe,At Risk,10
14226,120,2,1709.3999999999999,40.699999999999996,40,1087,1,0,48.2,Low Risk,Champions,13
14227,106,7,2399.52,17.906865671641793,104,1279,1,0,34.3,Low Risk,Champions,14
14229,202,2,762.13,29.31269230769231,23,303,1,0,63.8,Medium Risk,Loyal Customers,10
14231,94,3,925.71,18.514200000000002,47,409,1,1,42.4,Low Risk,At Risk,7
14232,25,4,1573.33,17.28934065934066,71,1503,1,0,28.4,Low Risk,Loyal Customers,12
14233,122,3,959.1,47.955,15,410,1,0,50.9,Medium Risk,Loyal Customers,11
14235,68,4,2802.86,38.92861111111111,62,1841,1,0,35.3,Low Risk,At Risk,11
14236,282,1,189.3,63.1,3,38,1,0,77.5,High Risk,At Risk,8
14237,283,1,161.0,17.88888888888889,9,38,1,1,77.1,High Risk,Lost,3
14238,236,1,146.85,18.35625,8,111,1,1,71.2,Medium Risk,Lost,3
14239,5,9,1880.89,20.66912087912088,71,803,1,0,22.6,Safe,Loyal Customers,13
14240,136,1,226.85,22.685,10,79,1,0,55.7,Medium Risk,Loyal Customers,10
14241,94,1,213.70000000000002,21.37,10,146,1,1,48.7,Low Risk,Lost,3
14242,145,2,280.55,17.534375,13,123,1,1,55.9,Medium Risk,Hibernating,6
14243,5,8,2305.95,18.157086614173227,93,1031,1,0,21.3,Safe,Champions,15
14245,130,2,1693.45,15.680092592592594,107,976,1,1,42.0,Low Risk,At Risk,8
14246,21,3,1474.06,19.654133333333334,57,804,1,1,30.0,Low Risk,At Risk,9
14247,188,1,136.77,6.838500000000001,19,47,1,1,63.0,Medium Risk,Lost,3
14248,228,1,302.58,37.8225,8,102,1,1,70.1,Medium Risk,Lost,4
14256,170,2,969.06,18.284150943396224,51,414,1,1,55.4,Medium Risk,At Risk,8
14257,33,4,2725.84,27.2584,84,1338,1,0,28.1,Low Risk,Loyal Customers,12
14258,0,8,11298.38,109.69300970873786,58,6164,1,0,22.0,Safe,Champions,15
14259,52,1,120.0,24.0,5,68,1,1,42.4,Low Risk,Lost,4
14262,17,3,855.0,16.764705882352942,42,593,1,0,31.1,Low Risk,Champions,15
14264,65,2,333.97,19.64529411764706,15,70,1,1,42.4,Low Risk,Hibernating,7
14265,19,2,530.18,17.10258064516129,31,330,0,1,35.2,Low Risk,At Risk,8
14267,73,3,1516.24,27.568,25,530,1,1,41.5,Low Risk,At Risk,9
14270,242,1,492.65,16.98793103448276,29,197,1,1,69.9,Medium Risk,Hibernating,5
14271,136,1,112.32,11.232,10,88,1,1,55.7,Medium Risk,Lost,3
14272,164,1,132.09,16.51125,8,87,1,0,60.5,Medium Risk,Hibernating,7
14273,46,3,450.05,19.567391304347826,18,196,1,0,38.2,Low Risk,Loyal Customers,10
14276,9,3,1119.74,17.4959375,52,744,1,1,28.9,Low Risk,At Risk,9
14277,122,1,1637.43,21.8324,71,859,0,0,47.8,Low Risk,Loyal Customers,12
14280,107,1,134.04,16.755,8,52,1,1,51.1,Medium Risk,Lost,3
14282,20,9,2495.44,26.547234042553193,58,1800,1,0,25.3,Low Risk,Champions,15
14285,87,1,5.9,5.9,1,2,1,0,48.7,Low Risk,Champions,12
14286,153,1,2050.08,14.539574468085107,141,1998,1,0,42.4,Low Risk,Loyal Customers,12
14287,109,2,83.28,20.82,4,216,1,0,51.1,Medium Risk,Loyal Customers,9
14288,123,1,426.6,26.6625,16,188,1,1,52.8,Medium Risk,Lost,4
14289,45,5,832.78,19.828095238095237,33,278,1,0,34.7,Low Risk,Loyal Customers,13
14290,272,1,777.56,33.80695652173913,23,220,1,0,74.5,Medium Risk,Champions,14
14291,31,7,2355.54,16.946330935251797,96,1478,1,0,24.7,Safe,Champions,15
14292,56,4,2590.21,41.777580645161294,50,825,1,0,35.0,Low Risk,Champions,15
14293,57,3,739.41,18.48525,40,427,1,0,37.3,Low Risk,Champions,13
14297,185,1,232.6,21.145454545454545,11,78,1,0,63.4,Medium Risk,Champions,12
14298,9,37,41182.51,31.899697908597986,720,47694,1,0,0.3,Safe,Champions,15
14299,18,5,2437.14,32.06763157894736,70,922,1,0,26.8,Low Risk,Champions,15
14301,27,1,640.14,49.24153846153846,13,606,1,1,37.3,Low Risk,Hibernating,6
14304,133,1,383.45,22.555882352941175,17,139,1,1,54.3,Medium Risk,Lost,4
14305,24,2,1048.45,16.642063492063492,62,582,1,0,30.8,Low Risk,Loyal Customers,10
14307,45,4,2307.89,16.027013888888888,119,1711,1,0,26.4,Low Risk,At Risk,12
14309,4,7,1633.7,19.68313253012048,62,1200,1,0,24.5,Safe,Champions,15
14311,153,1,310.26,15.513,20,146,1,1,57.3,Medium Risk,Lost,4
14312,1,5,1047.19,18.055,51,480,1,0,26.6,Low Risk,Loyal Customers,12
14314,17,1,120.0,15.0,8,296,1,1,36.4,Low Risk,Lost,4
14315,39,5,1550.15,22.796323529411765,49,689,1,0,31.9,Low Risk,Loyal Customers,13
14320,117,2,477.78999999999996,15.41258064516129,29,325,1,1,49.3,Low Risk,Hibernating,6
14321,27,3,900.65,11.546794871794871,75,1516,1,0,29.1,Low Risk,Champions,13
14323,25,2,605.06,16.807222222222222,32,350,1,1,34.1,Low Risk,At Risk,8
14326,152,1,183.85,22.98125,8,103,1,1,58.5,Medium Risk,Lost,3
14327,73,1,311.65,25.97083333333333,12,139,1,1,45.0,Low Risk,Lost,5
14329,19,4,3485.03,18.05715025906736,169,2184,1,0,19.0,Safe,Champions,14
14331,34,2,462.65999999999997,16.523571428571426,27,252,1,1,36.1,Low Risk,Hibernating,7
14332,58,1,119.04,59.52,2,48,1,0,43.7,Low Risk,Loyal Customers,10
14334,4,7,2328.71,15.734527027027028,96,1597,1,0,21.5,Safe,Champions,14
14335,6,1,359.25,8.553571428571429,40,340,0,0,33.1,Low Risk,Loyal Customers,9
14336,108,3,1114.3899999999999,18.887966101694914,53,989,1,0,43.9,Low Risk,Champions,12
14338,71,2,588.22,18.97483870967742,30,335,1,1,41.6,Low Risk,At Risk,8
14339,153,1,309.52,22.108571428571427,14,168,1,1,58.0,Medium Risk,Lost,4
14340,129,1,134.7,22.45,6,58,1,1,55.0,Medium Risk,Lost,3
14341,40,6,1139.52,17.265454545454546,54,709,1,0,30.9,Low Risk,Loyal Customers,13
14342,47,2,419.74,38.158181818181816,11,176,1,0,40.0,Low Risk,Loyal Customers,11
14344,37,8,889.9300000000001,12.534225352112676,56,477,1,1,28.8,Low Risk,At Risk,10
14346,31,2,1021.58,17.026333333333334,55,605,1,1,32.5,Low Risk,At Risk,9
14348,170,1,409.57,22.753888888888888,18,183,1,1,60.3,Medium Risk,Lost,4
14350,184,1,282.93,15.718333333333334,18,183,1,1,62.5,Medium Risk,Lost,4
14351,75,1,51.0,51.0,1,12,1,1,46.7,Low Risk,Lost,4
14352,67,4,1078.96,22.95659574468085,44,538,1,1,37.6,Low Risk,At Risk,10
14353,125,1,90.6,15.1,6,64,1,1,54.4,Medium Risk,Lost,3
14355,276,1,174.4,15.854545454545455,11,92,1,1,76.1,High Risk,Lost,3
14360,5,1,1134.69,15.759583333333333,71,745,1,0,27.9,Low Risk,Champions,13
14364,19,8,3717.35,53.87463768115942,61,1967,1,1,25.4,Low Risk,At Risk,12
