CustomerID,Country,IsUK,CohortMonth,TotalOrders,TotalRevenue,AvgOrderValue,FirstPurchase,LastPurchase,DaysSinceLastPurchase,ActiveMonths
13579,United Kingdom,1,2010-12,2,467.04,20.31,2010-12-05 16:10:00,2011-11-25 08:41:00,13,2
13581,United Kingdom,1,2011-02,1,118.0,11.8,2011-02-03 14:41:00,2011-02-03 14:41:00,308,1
13583,United Kingdom,1,2011-07,1,781.03,14.74,2011-07-07 10:40:00,2011-07-07 10:40:00,154,1
13584,United Kingdom,1,2011-02,1,142.4,5.93,2011-02-06 12:49:00,2011-02-06 12:49:00,305,1
13587,United Kingdom,1,2011-10,1,712.4,89.05,2011-10-07 12:31:00,2011-10-07 12:31:00,62,1
13588,United Kingdom,1,2011-03,9,2478.95,14.25,2011-03-29 15:53:00,2011-11-24 10:42:00,14,6
13589,United Kingdom,1,2011-06,2,379.65,18.08,2011-06-13 12:44:00,2011-11-25 12:10:00,13,2
13590,United Kingdom,1,2011-02,6,1981.92,22.78,2011-02-09 13:25:00,2011-11-28 12:54:00,10,6
13591,United Kingdom,1,2011-03,3,1117.13,19.26,2011-03-18 12:18:00,2011-10-06 12:26:00,63,3
13592,United Kingdom,1,2011-03,4,247.96,15.5,2011-03-20 14:01:00,2011-11-04 09:49:00,34,3
13593,United Kingdom,1,2011-01,5,2037.08,15.91,2011-01-07 16:32:00,2011-08-23 13:35:00,107,4
13594,United Kingdom,1,2011-10,1,396.97,15.27,2011-10-18 10:19:00,2011-10-18 10:19:00,51,1
13596,United Kingdom,1,2011-11,2,697.04,4.2,2011-11-27 11:57:00,2011-12-04 12:01:00,4,2
13598,United Kingdom,1,2011-10,1,180.17,4.5,2011-10-23 14:28:00,2011-10-23 14:28:00,46,1
13599,United Kingdom,1,2010-12,21,5153.67,20.87,2010-12-08 10:11:00,2011-12-08 16:10:00,0,9
13600,United Kingdom,1,2011-01,1,219.52,11.55,2011-01-31 15:27:00,2011-01-31 15:27:00,311,1
13601,United Kingdom,1,2011-05,2,693.32,7.0,2011-05-12 16:52:00,2011-10-25 17:31:00,44,2
13602,United Kingdom,1,2011-10,1,428.89,18.65,2011-10-06 11:47:00,2011-10-06 11:47:00,63,1
13603,United Kingdom,1,2011-11,1,164.34,6.09,2011-11-13 15:57:00,2011-11-13 15:57:00,25,1
13606,United Kingdom,1,2011-02,3,280.54,6.52,2011-02-01 11:42:00,2011-11-10 17:46:00,28,3
13607,United Kingdom,1,2011-10,1,678.01,6.92,2011-10-30 16:17:00,2011-10-30 16:17:00,39,1
13610,United Kingdom,1,2011-02,7,1131.88,5.01,2011-02-27 14:44:00,2011-11-27 15:38:00,11,7
13611,United Kingdom,1,2010-12,3,1171.8,15.84,2010-12-15 10:31:00,2011-09-11 14:51:00,88,3
13614,United Kingdom,1,2011-01,4,1610.46,8.01,2011-01-13 12:37:00,2011-11-15 14:47:00,23,4
13615,United Kingdom,1,2011-01,1,417.69,18.16,2011-01-25 08:21:00,2011-01-25 08:21:00,317,1
13617,United Kingdom,1,2011-06,3,544.18,12.37,2011-06-12 12:55:00,2011-10-30 13:50:00,39,3
13618,United Kingdom,1,2011-06,1,177.34,13.64,2011-06-19 11:09:00,2011-06-19 11:09:00,172,1
13621,United Kingdom,1,2011-08,1,213.85,11.26,2011-08-15 08:26:00,2011-08-15 08:26:00,115,1
13623,United Kingdom,1,2011-02,5,747.78,9.23,2011-02-15 13:08:00,2011-11-09 12:00:00,29,5
13626,United Kingdom,1,2011-04,1,257.23,13.54,2011-04-01 10:05:00,2011-04-01 10:05:00,251,1
13627,United Kingdom,1,2010-12,5,1638.47,17.81,2010-12-17 09:52:00,2011-10-11 14:20:00,58,5
13629,United Kingdom,1,2011-01,11,7792.36,132.07,2011-01-05 12:09:00,2011-11-16 13:21:00,22,9
13630,United Kingdom,1,2011-02,7,2031.78,28.62,2011-02-27 12:49:00,2011-12-04 15:16:00,4,6
13631,United Kingdom,1,2011-03,11,3070.42,279.13,2011-03-17 17:13:00,2011-09-01 09:57:00,98,5
13632,United Kingdom,1,2011-04,5,2121.27,14.53,2011-04-10 15:07:00,2011-11-15 10:51:00,23,4
13634,United Kingdom,1,2011-01,5,1575.16,8.38,2011-01-16 15:30:00,2011-11-06 13:40:00,32,5
13635,United Kingdom,1,2011-10,1,1071.03,17.27,2011-10-03 10:55:00,2011-10-03 10:55:00,66,1
13636,United Kingdom,1,2011-02,5,949.12,15.07,2011-02-27 14:29:00,2011-11-03 10:30:00,35,5
13637,United Kingdom,1,2011-04,3,809.25,8.09,2011-04-27 13:06:00,2011-10-18 13:32:00,51,3
13638,United Kingdom,1,2011-11,1,122.64,15.33,2011-11-24 10:38:00,2011-11-24 10:38:00,14,1
13639,United Kingdom,1,2011-09,1,1033.34,25.83,2011-09-26 13:36:00,2011-09-26 13:36:00,73,1
13642,United Kingdom,1,2011-05,1,354.8,5.38,2011-05-08 12:34:00,2011-05-08 12:34:00,214,1
13643,United Kingdom,1,2011-06,3,519.44,18.55,2011-06-07 11:40:00,2011-11-08 15:37:00,30,3
13644,United Kingdom,1,2011-08,4,2624.26,17.97,2011-08-26 11:53:00,2011-11-23 14:07:00,15,4
13645,United Kingdom,1,2011-08,1,252.1,50.42,2011-08-11 16:11:00,2011-08-11 16:11:00,119,1
13647,United Kingdom,1,2011-04,4,1678.12,21.24,2011-04-19 09:49:00,2011-11-30 12:00:00,8,4
13649,United Kingdom,1,2010-12,2,346.6,15.07,2010-12-08 14:46:00,2011-03-28 11:51:00,255,2
13650,United Kingdom,1,2011-03,6,1836.34,19.13,2011-03-17 12:37:00,2011-11-23 12:22:00,15,5
13651,United Kingdom,1,2011-10,2,94.2,15.7,2011-10-31 12:11:00,2011-11-04 14:59:00,34,2
13652,United Kingdom,1,2010-12,3,1095.08,17.38,2010-12-06 09:21:00,2011-10-25 08:51:00,44,3
13654,United Kingdom,1,2011-03,6,2707.33,16.31,2011-03-11 12:54:00,2011-10-27 16:24:00,42,5
13655,United Kingdom,1,2011-04,2,932.97,16.66,2011-04-12 09:53:00,2011-08-17 14:25:00,113,2
13656,United Kingdom,1,2011-01,2,379.65,7.75,2011-01-06 15:42:00,2011-06-28 10:31:00,163,2
13657,United Kingdom,1,2011-05,2,382.14,23.88,2011-05-22 12:35:00,2011-11-29 12:32:00,9,2
13658,United Kingdom,1,2011-05,5,2639.17,24.44,2011-05-19 17:15:00,2011-11-30 10:13:00,8,3
13659,United Kingdom,1,2011-01,2,1573.2,15.13,2011-01-23 12:08:00,2011-05-18 12:37:00,204,2
13662,United Kingdom,1,2011-03,3,897.76,16.94,2011-03-25 13:23:00,2011-09-15 12:04:00,84,3
13663,United Kingdom,1,2011-06,1,189.47,14.57,2011-06-13 15:44:00,2011-06-13 15:44:00,178,1
13666,United Kingdom,1,2011-02,3,84.65,7.05,2011-02-25 13:05:00,2011-10-10 15:39:00,59,2
13667,United Kingdom,1,2011-07,1,305.02,3.51,2011-07-13 15:42:00,2011-07-13 15:42:00,148,1
13668,United Kingdom,1,2010-12,21,6363.59,13.54,2010-12-12 12:35:00,2011-12-07 12:11:00,1,12
13669,United Kingdom,1,2011-07,2,218.55,24.28,2011-07-13 11:44:00,2011-10-20 09:32:00,49,2
13670,United Kingdom,1,2011-09,1,349.7,13.99,2011-09-25 15:25:00,2011-09-25 15:25:00,74,1
13672,United Kingdom,1,2011-01,2,186.39,31.07,2011-01-11 13:54:00,2011-02-11 13:53:00,300,2
13673,United Kingdom,1,2011-11,2,396.92,6.11,2011-11-07 15:40:00,2011-11-21 12:11:00,17,1
13675,United Kingdom,1,2011-02,2,486.82,19.47,2011-02-28 12:14:00,2011-07-11 12:57:00,150,2
13678,United Kingdom,1,2011-07,1,232.6,14.54,2011-07-11 10:14:00,2011-07-11 10:14:00,150,1
13680,United Kingdom,1,2011-01,4,3722.42,19.09,2011-01-04 14:12:00,2011-12-08 13:47:00,0,3
13681,United Kingdom,1,2011-07,4,827.83,14.52,2011-07-07 15:21:00,2011-11-22 11:13:00,16,3
13682,United Kingdom,1,2011-06,1,59.5,19.83,2011-06-05 14:06:00,2011-06-05 14:06:00,186,1
13684,United Kingdom,1,2011-02,1,67.23,2.24,2011-02-27 10:13:00,2011-02-27 10:13:00,284,1
13685,United Kingdom,1,2011-10,7,3119.44,79.99,2011-10-10 12:59:00,2011-12-07 11:41:00,1,2
13686,United Kingdom,1,2011-06,1,72.0,9.0,2011-06-10 09:10:00,2011-06-10 09:10:00,181,1
13689,United Kingdom,1,2011-10,1,910.0,151.67,2011-10-07 13:21:00,2011-10-07 13:21:00,62,1
13690,United Kingdom,1,2011-10,1,172.25,19.14,2011-10-11 15:03:00,2011-10-11 15:03:00,58,1
13692,United Kingdom,1,2011-04,3,1488.32,28.08,2011-04-17 12:57:00,2011-11-15 11:17:00,23,3
13694,United Kingdom,1,2010-12,50,65039.62,114.51,2010-12-01 12:12:00,2011-12-06 09:32:00,2,13
13695,United Kingdom,1,2011-03,15,2504.13,27.82,2011-03-25 11:31:00,2011-11-08 14:26:00,30,9
13697,United Kingdom,1,2011-11,1,151.3,12.61,2011-11-01 09:14:00,2011-11-01 09:14:00,37,1
13699,United Kingdom,1,2011-07,1,308.58,22.04,2011-07-07 16:51:00,2011-07-07 16:51:00,154,1
13700,United Kingdom,1,2011-01,10,2265.12,11.5,2011-01-16 13:18:00,2011-11-13 13:00:00,25,7
13703,United Kingdom,1,2011-01,1,99.5,99.5,2011-01-25 13:10:00,2011-01-25 13:10:00,317,1
13704,United Kingdom,1,2011-09,9,2308.06,17.22,2011-09-12 14:40:00,2011-12-04 15:13:00,4,4
13705,United Kingdom,1,2010-12,3,711.86,25.42,2010-12-01 10:29:00,2011-12-02 12:32:00,6,3
13706,United Kingdom,1,2011-02,1,330.79,16.54,2011-02-10 09:21:00,2011-02-10 09:21:00,301,1
13707,United Kingdom,1,2011-01,2,806.41,16.8,2011-01-28 13:27:00,2011-03-17 18:03:00,266,2
13708,United Kingdom,1,2011-03,1,294.88,5.9,2011-03-13 13:46:00,2011-03-13 13:46:00,270,1
13709,United Kingdom,1,2011-01,13,6328.05,18.83,2011-01-28 14:57:00,2011-12-06 10:28:00,2,6
13710,United Kingdom,1,2011-11,1,180.48,22.56,2011-11-08 08:16:00,2011-11-08 08:16:00,30,1
13711,United Kingdom,1,2011-05,2,252.06,19.39,2011-05-05 10:29:00,2011-05-05 10:31:00,217,1
13712,United Kingdom,1,2011-04,1,228.84,22.88,2011-04-07 12:33:00,2011-04-07 12:33:00,245,1
13715,United Kingdom,1,2010-12,5,1079.34,10.28,2010-12-02 08:52:00,2011-03-03 19:21:00,280,3
13716,United Kingdom,1,2011-03,1,138.28,6.58,2011-03-15 13:49:00,2011-03-15 13:49:00,268,1
13717,United Kingdom,1,2011-02,6,1445.01,14.17,2011-02-14 13:21:00,2011-11-07 14:13:00,31,6
13718,United Kingdom,1,2011-02,2,306.55,25.55,2011-02-17 11:58:00,2011-04-07 13:24:00,245,2
13719,United Kingdom,1,2011-04,5,1041.68,17.36,2011-04-19 13:56:00,2011-11-24 15:26:00,14,4
13720,United Kingdom,1,2011-03,4,799.9,18.6,2011-03-30 09:17:00,2011-08-15 12:46:00,115,4
13721,United Kingdom,1,2011-11,1,524.14,18.72,2011-11-03 14:05:00,2011-11-03 14:05:00,35,1
13722,United Kingdom,1,2011-03,3,2375.41,27.95,2011-03-02 11:43:00,2011-07-31 12:44:00,130,2
13723,United Kingdom,1,2011-05,1,199.85,33.31,2011-05-06 17:04:00,2011-05-06 17:04:00,216,1
13725,United Kingdom,1,2011-02,8,1980.56,19.04,2011-02-04 12:18:00,2011-10-21 10:03:00,48,5
13726,United Kingdom,1,2011-08,2,1079.66,25.71,2011-08-31 11:06:00,2011-11-01 10:49:00,37,2
13727,United Kingdom,1,2011-11,2,333.48,16.67,2011-11-06 12:16:00,2011-11-11 09:46:00,27,1
13728,United Kingdom,1,2011-02,6,1016.14,16.13,2011-02-02 12:09:00,2011-11-03 10:49:00,35,6
13730,United Kingdom,1,2011-07,2,752.6,17.5,2011-07-01 12:47:00,2011-07-27 08:35:00,134,1
13731,United Kingdom,1,2011-04,2,610.59,16.07,2011-04-07 10:10:00,2011-05-04 14:33:00,218,2
13732,United Kingdom,1,2011-11,1,491.86,14.9,2011-11-11 15:49:00,2011-11-11 15:49:00,27,1
13735,United Kingdom,1,2011-04,4,2885.24,14.72,2011-04-19 13:49:00,2011-11-15 11:14:00,23,4
13736,United Kingdom,1,2011-03,2,731.9,3.83,2011-03-24 13:04:00,2011-12-04 15:19:00,4,2
13737,United Kingdom,1,2011-05,1,339.6,11.32,2011-05-23 16:32:00,2011-05-23 16:32:00,199,1
13739,United Kingdom,1,2011-11,1,216.9,72.3,2011-11-21 13:35:00,2011-11-21 13:35:00,17,1
13740,United Kingdom,1,2011-04,1,350.75,15.25,2011-04-13 10:32:00,2011-04-13 10:32:00,239,1
13741,United Kingdom,1,2011-05,3,668.43,19.66,2011-05-06 13:43:00,2011-09-29 09:19:00,70,3
13742,United Kingdom,1,2011-01,12,3131.02,9.75,2011-01-23 14:59:00,2011-11-23 11:07:00,15,7
13743,United Kingdom,1,2011-03,7,1341.6,32.72,2011-03-25 14:46:00,2011-12-07 10:09:00,1,6
13744,United Kingdom,1,2011-02,2,1156.36,16.06,2011-02-20 14:08:00,2011-09-05 15:19:00,94,2
13745,United Kingdom,1,2011-06,1,300.04,12.0,2011-06-30 16:43:00,2011-06-30 16:43:00,161,1
13747,United Kingdom,1,2010-12,1,79.6,79.6,2010-12-01 10:37:00,2010-12-01 10:37:00,372,1
13748,United Kingdom,1,2010-12,5,948.25,33.87,2010-12-01 09:00:00,2011-09-05 09:45:00,94,3
13750,United Kingdom,1,2011-01,5,1647.26,68.64,2011-01-07 11:49:00,2011-10-17 12:16:00,52,5
13751,United Kingdom,1,2011-02,1,296.25,32.92,2011-02-24 15:56:00,2011-02-24 15:56:00,287,1
13752,United Kingdom,1,2011-04,6,1186.28,15.61,2011-04-07 12:04:00,2011-08-07 14:16:00,123,5
13753,United Kingdom,1,2011-02,1,741.26,21.18,2011-02-25 12:48:00,2011-02-25 12:48:00,286,1
13754,United Kingdom,1,2011-01,2,282.6,23.55,2011-01-26 14:58:00,2011-07-11 11:51:00,150,2
13755,United Kingdom,1,2011-10,9,2161.35,6.32,2011-10-07 15:45:00,2011-12-06 12:26:00,2,3
13756,United Kingdom,1,2010-12,14,5189.52,36.55,2010-12-07 11:41:00,2011-12-07 16:44:00,1,9
13758,United Kingdom,1,2010-12,7,3190.55,27.27,2010-12-01 12:08:00,2011-11-28 11:11:00,10,5
13759,United Kingdom,1,2011-09,2,659.41,26.38,2011-09-29 15:40:00,2011-11-06 14:47:00,32,2
13760,United Kingdom,1,2011-03,2,286.79,5.03,2011-03-28 12:52:00,2011-10-16 16:13:00,53,2
13761,United Kingdom,1,2011-06,2,1070.65,15.3,2011-06-13 08:43:00,2011-10-20 14:01:00,49,2
13762,United Kingdom,1,2011-05,1,306.72,43.82,2011-05-05 09:15:00,2011-05-05 09:15:00,217,1
13763,United Kingdom,1,2011-10,1,1714.96,114.33,2011-10-07 15:13:00,2011-10-07 15:13:00,62,1
13764,United Kingdom,1,2011-01,3,1518.76,7.34,2011-01-06 14:53:00,2011-09-30 12:03:00,69,3
13767,United Kingdom,1,2010-12,37,17220.36,46.79,2010-12-01 10:47:00,2011-12-07 15:00:00,1,12
13769,United Kingdom,1,2010-12,10,2796.51,20.71,2010-12-07 13:28:00,2011-12-07 15:08:00,1,9
13771,United Kingdom,1,2011-04,4,2634.45,22.14,2011-04-06 15:47:00,2011-10-06 14:18:00,63,3
13772,United Kingdom,1,2011-04,3,1132.13,6.4,2011-04-14 12:31:00,2011-11-06 11:43:00,32,3
13774,United Kingdom,1,2011-09,1,345.0,15.68,2011-09-19 12:06:00,2011-09-19 12:06:00,80,1
13777,United Kingdom,1,2010-12,33,25977.16,131.86,2010-12-01 16:01:00,2011-12-09 12:25:00,0,13
13778,United Kingdom,1,2011-08,1,178.7,19.86,2011-08-28 15:25:00,2011-08-28 15:25:00,102,1
13780,United Kingdom,1,2011-06,2,360.01,6.32,2011-06-22 11:43:00,2011-12-02 13:49:00,6,2
13781,United Kingdom,1,2011-04,1,127.84,7.52,2011-04-03 12:08:00,2011-04-03 12:08:00,249,1
13782,United Kingdom,1,2011-01,6,912.0,7.93,2011-01-16 11:08:00,2011-11-27 11:54:00,11,5
13784,United Kingdom,1,2011-01,11,2462.79,79.44,2011-01-11 14:38:00,2011-11-30 09:33:00,8,9
13786,United Kingdom,1,2010-12,1,230.4,32.91,2010-12-07 13:53:00,2010-12-07 13:53:00,366,1
13787,United Kingdom,1,2010-12,2,309.04,9.97,2010-12-10 14:45:00,2011-09-25 12:06:00,74,2
13790,United Kingdom,1,2011-12,1,348.8,7.75,2011-12-05 15:48:00,2011-12-05 15:48:00,3,1
13791,United Kingdom,1,2011-06,2,1516.0,137.82,2011-06-24 16:38:00,2011-08-04 11:44:00,126,2
13792,United Kingdom,1,2011-02,2,195.55,15.04,2011-02-25 14:03:00,2011-10-04 14:31:00,65,2
13798,United Kingdom,1,2010-12,57,37153.85,106.46,2010-12-02 17:24:00,2011-12-08 15:51:00,0,13
13799,United Kingdom,1,2011-02,2,688.86,17.66,2011-02-18 14:18:00,2011-08-15 12:07:00,115,2
13800,United Kingdom,1,2011-02,1,558.32,16.92,2011-02-03 12:27:00,2011-02-03 12:27:00,308,1
13801,United Kingdom,1,2011-10,1,324.8,14.12,2011-10-04 10:15:00,2011-10-04 10:15:00,65,1
13802,United Kingdom,1,2011-02,3,4599.42,76.66,2011-02-01 12:03:00,2011-07-24 10:54:00,137,3
13803,United Kingdom,1,2011-03,1,277.07,16.3,2011-03-29 12:57:00,2011-03-29 12:57:00,254,1
13804,United Kingdom,1,2011-02,7,2635.79,19.24,2011-02-23 09:09:00,2011-11-09 12:32:00,29,4
13805,United Kingdom,1,2011-08,2,924.6,71.12,2011-08-02 15:29:00,2011-10-18 14:50:00,51,2
13806,United Kingdom,1,2011-10,1,256.38,25.64,2011-10-07 11:43:00,2011-10-07 11:43:00,62,1
13807,United Kingdom,1,2010-12,1,112.6,16.09,2010-12-07 15:48:00,2010-12-07 15:48:00,366,1
13808,United Kingdom,1,2011-09,5,1747.66,23.0,2011-09-04 12:07:00,2011-12-04 12:18:00,4,3
13809,Cyprus,0,2011-02,1,155.05,12.92,2011-02-07 13:15:00,2011-02-07 13:15:00,304,1
13810,Germany,0,2011-10,2,827.51,25.86,2011-10-14 12:57:00,2011-11-11 08:33:00,27,2
13811,Germany,0,2011-04,2,519.75,51.98,2011-04-14 18:40:00,2011-06-09 09:54:00,182,2
13812,Germany,0,2011-08,3,485.0,14.7,2011-08-26 12:54:00,2011-10-28 14:27:00,41,2
13813,Germany,0,2011-07,4,1168.86,17.98,2011-07-28 10:33:00,2011-10-31 10:38:00,38,3
13814,Germany,0,2011-07,2,1579.12,27.7,2011-07-25 13:54:00,2011-09-08 13:48:00,91,2
13815,Germany,0,2011-01,4,3667.36,21.2,2011-01-25 12:16:00,2011-11-17 14:19:00,21,3
13816,Germany,0,2011-10,2,499.67,19.22,2011-10-06 14:37:00,2011-11-16 08:38:00,22,2
13817,Germany,0,2010-12,2,328.98,14.95,2010-12-23 11:46:00,2011-11-10 17:49:00,28,2
13819,United Kingdom,1,2011-01,3,1140.35,31.68,2011-01-24 10:38:00,2011-02-11 10:38:00,300,2
13821,United Kingdom,1,2011-03,2,385.64,6.54,2011-03-23 11:30:00,2011-07-18 09:49:00,143,2
13822,United Kingdom,1,2011-10,2,632.0,6.58,2011-10-30 15:55:00,2011-12-04 12:13:00,4,2
13823,United Kingdom,1,2011-09,2,957.66,23.94,2011-09-09 10:42:00,2011-11-21 10:22:00,17,2
13824,United Kingdom,1,2011-02,5,1698.94,36.93,2011-02-02 13:07:00,2011-11-07 12:41:00,31,5
13826,United Kingdom,1,2011-06,1,189.5,18.95,2011-06-16 13:48:00,2011-06-16 13:48:00,175,1
13827,United Kingdom,1,2011-07,3,412.05,4.43,2011-07-19 15:38:00,2011-10-13 12:38:00,56,2
13828,United Kingdom,1,2011-11,1,209.49,13.97,2011-11-17 16:02:00,2011-11-17 16:02:00,21,1
13831,United Kingdom,1,2010-12,6,2202.99,29.77,2010-12-05 12:13:00,2011-11-23 15:41:00,15,5
13832,United Kingdom,1,2011-11,1,52.2,17.4,2011-11-20 15:36:00,2011-11-20 15:36:00,18,1
13833,United Kingdom,1,2011-07,1,384.8,13.27,2011-07-03 13:27:00,2011-07-03 13:27:00,158,1
13835,United Kingdom,1,2011-05,4,834.57,15.17,2011-05-08 15:22:00,2011-11-14 15:37:00,24,4
13837,United Kingdom,1,2011-01,2,271.24,14.28,2011-01-26 12:15:00,2011-05-12 12:10:00,210,2
13838,United Kingdom,1,2010-12,4,691.73,3.98,2010-12-05 10:45:00,2011-12-04 11:00:00,4,3
13841,United Kingdom,1,2011-04,1,85.0,85.0,2011-04-01 12:10:00,2011-04-01 12:10:00,251,1
13842,United Kingdom,1,2010-12,9,3385.62,16.44,2010-12-08 10:39:00,2011-10-12 10:51:00,57,9
13844,United Kingdom,1,2011-11,1,361.62,18.08,2011-11-28 13:21:00,2011-11-28 13:21:00,10,1
13845,United Kingdom,1,2011-10,1,312.98,34.78,2011-10-06 08:25:00,2011-10-06 08:25:00,63,1
13846,United Kingdom,1,2010-12,3,865.06,15.73,2010-12-14 16:07:00,2011-11-15 12:07:00,23,3
13848,United Kingdom,1,2010-12,3,1255.0,251.0,2010-12-08 15:10:00,2011-09-08 12:58:00,91,3
13849,United Kingdom,1,2011-06,2,1537.95,15.23,2011-06-22 10:11:00,2011-10-19 10:59:00,50,2
13850,United Kingdom,1,2011-08,1,1595.48,17.16,2011-08-02 14:04:00,2011-08-02 14:04:00,128,1
13851,United Kingdom,1,2011-02,3,2651.46,32.73,2011-02-24 17:18:00,2011-09-05 12:36:00,94,3
13853,United Kingdom,1,2011-10,1,1090.14,47.4,2011-10-13 14:18:00,2011-10-13 14:18:00,56,1
13854,United Kingdom,1,2010-12,25,8109.52,73.72,2010-12-09 10:48:00,2011-12-01 09:06:00,7,12
13856,United Kingdom,1,2011-05,3,388.5,27.75,2011-05-20 13:13:00,2011-06-24 10:03:00,167,2
13858,United Kingdom,1,2011-10,1,216.17,19.65,2011-10-13 16:17:00,2011-10-13 16:17:00,56,1
13859,United Kingdom,1,2011-01,1,201.16,7.18,2011-01-17 16:14:00,2011-01-17 16:14:00,325,1
13860,United Kingdom,1,2011-09,5,1245.9,16.39,2011-09-14 09:27:00,2011-12-08 12:57:00,0,4
13862,United Kingdom,1,2011-01,8,2209.36,15.89,2011-01-11 15:13:00,2011-11-21 16:24:00,17,8
13863,United Kingdom,1,2011-04,1,305.78,15.29,2011-04-06 10:20:00,2011-04-06 10:20:00,246,1
13865,United Kingdom,1,2011-02,4,501.56,16.72,2011-02-23 12:04:00,2011-10-12 13:31:00,57,4
13866,United Kingdom,1,2011-09,1,145.67,20.81,2011-09-26 14:54:00,2011-09-26 14:54:00,73,1
13867,United Kingdom,1,2011-05,3,1015.29,16.64,2011-05-05 17:28:00,2011-11-08 15:48:00,30,3
13868,United Kingdom,1,2011-11,2,3192.54,96.74,2011-11-01 12:45:00,2011-12-02 16:32:00,6,2
13869,United Kingdom,1,2010-12,4,3104.95,10.11,2010-12-17 15:14:00,2011-08-08 13:53:00,122,4
13870,United Kingdom,1,2011-02,8,2770.94,24.1,2011-02-25 09:09:00,2011-12-07 13:23:00,1,6
13871,United Kingdom,1,2011-02,13,6403.25,19.06,2011-02-04 09:30:00,2011-11-17 10:49:00,21,10
13873,United Kingdom,1,2011-02,3,389.6,16.94,2011-02-03 09:37:00,2011-08-12 10:08:00,118,3
13874,United Kingdom,1,2010-12,1,540.45,30.03,2010-12-16 18:20:00,2010-12-16 18:20:00,357,1
13875,United Kingdom,1,2011-02,5,1786.79,17.18,2011-02-11 15:39:00,2011-10-17 09:36:00,52,5
13876,United Kingdom,1,2011-10,1,122.7,17.53,2011-10-07 10:22:00,2011-10-07 10:22:00,62,1
13877,United Kingdom,1,2011-09,1,117.24,39.08,2011-09-14 15:49:00,2011-09-14 15:49:00,85,1
13878,United Kingdom,1,2011-10,1,1281.53,35.6,2011-10-16 12:19:00,2011-10-16 12:19:00,53,1
13880,United Kingdom,1,2010-12,13,3219.77,19.51,2010-12-07 14:00:00,2011-11-18 13:44:00,20,10
13881,United Kingdom,1,2011-02,20,17159.52,96.4,2011-02-01 10:14:00,2011-12-06 12:50:00,2,11
13882,United Kingdom,1,2011-10,5,1191.13,18.33,2011-10-06 15:28:00,2011-12-07 11:16:00,1,3
13883,United Kingdom,1,2011-03,5,2674.48,18.83,2011-03-31 17:17:00,2011-11-29 10:45:00,9,3
13884,United Kingdom,1,2011-03,5,787.6,13.35,2011-03-01 13:40:00,2011-12-02 16:30:00,6,3
13885,United Kingdom,1,2011-05,2,506.8,18.1,2011-05-23 08:52:00,2011-06-03 15:07:00,188,2
13886,United Kingdom,1,2011-09,1,243.56,15.22,2011-09-29 13:17:00,2011-09-29 13:17:00,70,1
13887,United Kingdom,1,2011-05,1,349.55,18.4,2011-05-19 17:22:00,2011-05-19 17:22:00,203,1
13888,United Kingdom,1,2011-05,2,605.63,15.14,2011-05-05 14:41:00,2011-08-12 10:13:00,118,2
13889,United Kingdom,1,2011-09,1,416.9,27.79,2011-09-08 09:13:00,2011-09-08 09:13:00,91,1
13890,United Kingdom,1,2010-12,10,1883.81,17.13,2010-12-16 09:31:00,2011-12-08 15:36:00,0,5
13892,United Kingdom,1,2011-04,4,632.97,23.44,2011-04-07 12:04:00,2011-11-13 11:50:00,25,3
13893,United Kingdom,1,2011-02,1,821.1,39.1,2011-02-15 11:30:00,2011-02-15 11:30:00,296,1
13894,United Kingdom,1,2011-02,3,564.62,20.91,2011-02-02 12:54:00,2011-11-16 09:44:00,22,2
13895,United Kingdom,1,2011-06,4,2593.07,21.98,2011-06-28 10:17:00,2011-11-11 16:57:00,27,4
13897,United Kingdom,1,2011-10,1,311.16,18.3,2011-10-20 14:30:00,2011-10-20 14:30:00,49,1
13898,United Kingdom,1,2011-01,1,155.93,12.99,2011-01-18 10:28:00,2011-01-18 10:28:00,324,1
13899,United Kingdom,1,2011-03,2,388.52,20.45,2011-03-10 09:30:00,2011-11-23 13:40:00,15,2
13900,United Kingdom,1,2011-03,3,740.95,17.23,2011-03-22 10:13:00,2011-06-09 19:26:00,182,3
13901,United Kingdom,1,2011-01,5,2867.2,19.24,2011-01-25 09:01:00,2011-09-28 14:48:00,71,5
13904,United Kingdom,1,2011-02,2,332.64,12.79,2011-02-18 11:18:00,2011-11-02 13:41:00,36,2
13908,United Kingdom,1,2011-03,4,2369.55,19.42,2011-03-08 12:04:00,2011-09-21 11:49:00,78,4
13911,United Kingdom,1,2011-02,9,2580.91,17.44,2011-02-04 14:46:00,2011-10-13 15:43:00,56,6
13914,United Kingdom,1,2011-11,2,626.45,18.98,2011-11-03 16:28:00,2011-11-28 10:35:00,10,1
13917,United Kingdom,1,2011-06,2,272.04,15.11,2011-06-01 12:46:00,2011-10-21 09:56:00,48,2
13918,United Kingdom,1,2011-03,2,1212.84,40.43,2011-03-31 18:05:00,2011-10-21 12:25:00,48,2
13919,Denmark,0,2011-08,2,348.81,13.42,2011-08-10 10:15:00,2011-10-11 14:24:00,58,2
13922,United Kingdom,1,2010-12,1,172.25,24.61,2010-12-23 10:38:00,2010-12-23 10:38:00,350,1
13923,United Kingdom,1,2011-10,1,351.13,17.56,2011-10-17 12:33:00,2011-10-17 12:33:00,52,1
13924,United Kingdom,1,2011-09,6,1838.85,15.72,2011-09-28 15:07:00,2011-12-08 09:39:00,0,4
